date,close_price,pre_close,trades,trade_count,start_pos,end_pos,turnover,commission,slippage,trading_pnl,holding_pnl,total_pnl,net_pnl
2019-01-30,"defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 3398.395, 'BTC_CW.OKEX': 3442.5})","defaultdict(<class 'int'>, {})","[TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='1', tradeid='1', direction=<Direction.LONG: '多'>, offset=<Offset.OPEN: '开'>, price=3338.63, volume=4.0, long_qty=4.0, short_qty=0, time='09:52:20'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='2', tradeid='2', direction=<Direction.SHORT: '空'>, offset=<Offset.OPEN: '开'>, price=3387.87, volume=4.0, long_qty=0, short_qty=4.0, time='09:52:20'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='3', tradeid='3', direction=<Direction.LONG: '多'>, offset=<Offset.OPEN: '开'>, price=3339.99, volume=4.0, long_qty=4.0, short_qty=0, time='09:58:27'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='4', tradeid='4', direction=<Direction.SHORT: '空'>, offset=<Offset.OPEN: '开'>, price=3390.0, volume=4.0, long_qty=0, short_qty=4.0, time='09:58:28'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='5', tradeid='5', direction=<Direction.LONG: '多'>, offset=<Offset.OPEN: '开'>, price=3339.99, volume=10, long_qty=10, short_qty=0, time='09:58:28'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='6', tradeid='6', direction=<Direction.SHORT: '空'>, offset=<Offset.OPEN: '开'>, price=3390.0, volume=10, long_qty=0, short_qty=10, time='09:58:28'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='7', tradeid='7', direction=<Direction.LONG: '多'>, offset=<Offset.OPEN: '开'>, price=3340.22, volume=10, long_qty=10, short_qty=0, time='09:58:29'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='8', tradeid='8', direction=<Direction.SHORT: '空'>, offset=<Offset.OPEN: '开'>, price=3390.18, volume=10, long_qty=0, short_qty=10, time='09:58:29'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='9', tradeid='9', direction=<Direction.LONG: '多'>, offset=<Offset.OPEN: '开'>, price=3341.0, volume=10, long_qty=10, short_qty=0, time='09:58:30'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='10', tradeid='10', direction=<Direction.SHORT: '空'>, offset=<Offset.OPEN: '开'>, price=3390.34, volume=10, long_qty=0, short_qty=10, time='09:58:30'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='11', tradeid='11', direction=<Direction.LONG: '多'>, offset=<Offset.OPEN: '开'>, price=3362.98, volume=4.0, long_qty=4.0, short_qty=0, time='11:08:10'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='12', tradeid='12', direction=<Direction.SHORT: '空'>, offset=<Offset.OPEN: '开'>, price=3411.92, volume=4.0, long_qty=0, short_qty=4.0, time='11:08:10'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='13', tradeid='13', direction=<Direction.LONG: '多'>, offset=<Offset.OPEN: '开'>, price=3362.38, volume=10, long_qty=10, short_qty=0, time='11:08:19'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='14', tradeid='14', direction=<Direction.SHORT: '空'>, offset=<Offset.OPEN: '开'>, price=3412.5, volume=10, long_qty=0, short_qty=10, time='11:08:20'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='15', tradeid='15', direction=<Direction.LONG: '多'>, offset=<Offset.OPEN: '开'>, price=3362.38, volume=3.0, long_qty=3.0, short_qty=0, time='11:08:20'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='16', tradeid='16', direction=<Direction.SHORT: '空'>, offset=<Offset.OPEN: '开'>, price=3411.69, volume=3.0, long_qty=0, short_qty=3.0, time='11:08:20'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='17', tradeid='17', direction=<Direction.LONG: '多'>, offset=<Offset.OPEN: '开'>, price=3364.36, volume=3.0, long_qty=3.0, short_qty=0, time='11:08:29'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='18', tradeid='18', direction=<Direction.SHORT: '空'>, offset=<Offset.OPEN: '开'>, price=3413.92, volume=3.0, long_qty=0, short_qty=3.0, time='11:08:29'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='19', tradeid='19', direction=<Direction.LONG: '多'>, offset=<Offset.OPEN: '开'>, price=3358.6, volume=10.0, long_qty=10.0, short_qty=0, time='11:10:59'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='20', tradeid='20', direction=<Direction.SHORT: '空'>, offset=<Offset.OPEN: '开'>, price=3408.29, volume=10.0, long_qty=0, short_qty=10.0, time='11:10:59'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='21', tradeid='21', direction=<Direction.LONG: '多'>, offset=<Offset.OPEN: '开'>, price=3357.77, volume=10, long_qty=10, short_qty=0, time='11:11:05'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='22', tradeid='22', direction=<Direction.SHORT: '空'>, offset=<Offset.OPEN: '开'>, price=3407.55, volume=10, long_qty=0, short_qty=10, time='11:11:05'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='23', tradeid='23', direction=<Direction.LONG: '多'>, offset=<Offset.OPEN: '开'>, price=3357.47, volume=5.0, long_qty=5.0, short_qty=0, time='11:11:20'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='24', tradeid='24', direction=<Direction.SHORT: '空'>, offset=<Offset.OPEN: '开'>, price=3407.8, volume=5.0, long_qty=0, short_qty=5.0, time='11:11:20'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='25', tradeid='25', direction=<Direction.LONG: '多'>, offset=<Offset.OPEN: '开'>, price=3357.47, volume=10, long_qty=10, short_qty=0, time='11:11:20'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='26', tradeid='26', direction=<Direction.SHORT: '空'>, offset=<Offset.OPEN: '开'>, price=3407.8, volume=10, long_qty=0, short_qty=10, time='11:11:20')]",26,"defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 2.0, 'BTC_CW.OKEX': -2.0})","defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 2.0, 'BTC_CW.OKEX': -2.0})",5.508826065530531,0.001652647819659159,0.0,0.005579913350149011,0.0,0.005579913350149011,0.003927265530489852
2019-01-31,"defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 3377.3199999999997, 'BTC_CW.OKEX': 3417.9849999999997})","defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 3398.395, 'BTC_CW.OKEX': 3442.5})",[],0,"defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 2.0, 'BTC_CW.OKEX': -2.0})","defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 2.0, 'BTC_CW.OKEX': -2.0})",0.0,0.0,0.0,0.0,0.0022995750549583797,0.0022995750549583797,0.0022995750549583797
2019-02-01,"defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 3407.06, 'BTC_CW.OKEX': 3433.6099999999997})","defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 3377.3199999999997, 'BTC_CW.OKEX': 3417.9849999999997})","[TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='27', tradeid='27', direction=<Direction.LONG: '多'>, offset=<Offset.CLOSE: '平'>, price=3360.02, volume=10, long_qty=-10, short_qty=0, time='15:31:01'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='28', tradeid='28', direction=<Direction.SHORT: '空'>, offset=<Offset.CLOSE: '平'>, price=3385.02, volume=10, long_qty=0, short_qty=-10, time='15:31:01'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='29', tradeid='29', direction=<Direction.LONG: '多'>, offset=<Offset.CLOSE: '平'>, price=3360.03, volume=10, long_qty=-10, short_qty=0, time='15:31:01'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='30', tradeid='30', direction=<Direction.SHORT: '空'>, offset=<Offset.CLOSE: '平'>, price=3385.02, volume=10, long_qty=0, short_qty=-10, time='15:31:01'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='31', tradeid='31', direction=<Direction.LONG: '多'>, offset=<Offset.CLOSE: '平'>, price=3360.03, volume=9.0, long_qty=-9.0, short_qty=0, time='15:31:02'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='32', tradeid='32', direction=<Direction.SHORT: '空'>, offset=<Offset.CLOSE: '平'>, price=3385.02, volume=9.0, long_qty=0, short_qty=-9.0, time='15:31:02'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='33', tradeid='33', direction=<Direction.LONG: '多'>, offset=<Offset.CLOSE: '平'>, price=3360.03, volume=9.0, long_qty=-9.0, short_qty=0, time='15:31:02'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='34', tradeid='34', direction=<Direction.SHORT: '空'>, offset=<Offset.CLOSE: '平'>, price=3385.02, volume=9.0, long_qty=0, short_qty=-9.0, time='15:31:02'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='35', tradeid='35', direction=<Direction.LONG: '多'>, offset=<Offset.CLOSE: '平'>, price=3359.94, volume=9.0, long_qty=-9.0, short_qty=0, time='15:31:03'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='36', tradeid='36', direction=<Direction.SHORT: '空'>, offset=<Offset.CLOSE: '平'>, price=3385.02, volume=9.0, long_qty=0, short_qty=-9.0, time='15:31:03'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='37', tradeid='37', direction=<Direction.LONG: '多'>, offset=<Offset.CLOSE: '平'>, price=3360.28, volume=5.0, long_qty=-5.0, short_qty=0, time='15:31:03'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='38', tradeid='38', direction=<Direction.SHORT: '空'>, offset=<Offset.CLOSE: '平'>, price=3385.02, volume=5.0, long_qty=0, short_qty=-5.0, time='15:31:03'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='39', tradeid='39', direction=<Direction.LONG: '多'>, offset=<Offset.CLOSE: '平'>, price=3360.29, volume=1.0, long_qty=-1.0, short_qty=0, time='15:31:04'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='40', tradeid='40', direction=<Direction.SHORT: '空'>, offset=<Offset.CLOSE: '平'>, price=3385.02, volume=1.0, long_qty=0, short_qty=-1.0, time='15:31:04'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='41', tradeid='41', direction=<Direction.LONG: '多'>, offset=<Offset.CLOSE: '平'>, price=3360.3, volume=9.0, long_qty=-9.0, short_qty=0, time='15:31:04'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='42', tradeid='42', direction=<Direction.SHORT: '空'>, offset=<Offset.CLOSE: '平'>, price=3385.02, volume=9.0, long_qty=0, short_qty=-9.0, time='15:31:04'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='43', tradeid='43', direction=<Direction.LONG: '多'>, offset=<Offset.CLOSE: '平'>, price=3360.3, volume=4.0, long_qty=-4.0, short_qty=0, time='15:31:05'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='44', tradeid='44', direction=<Direction.SHORT: '空'>, offset=<Offset.CLOSE: '平'>, price=3385.02, volume=4.0, long_qty=0, short_qty=-4.0, time='15:31:05'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='45', tradeid='45', direction=<Direction.LONG: '多'>, offset=<Offset.CLOSE: '平'>, price=3360.31, volume=4.0, long_qty=-4.0, short_qty=0, time='15:31:05'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='46', tradeid='46', direction=<Direction.SHORT: '空'>, offset=<Offset.CLOSE: '平'>, price=3385.02, volume=4.0, long_qty=0, short_qty=-4.0, time='15:31:06'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='47', tradeid='47', direction=<Direction.LONG: '多'>, offset=<Offset.CLOSE: '平'>, price=3360.32, volume=9.0, long_qty=-9.0, short_qty=0, time='15:31:06'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='48', tradeid='48', direction=<Direction.SHORT: '空'>, offset=<Offset.CLOSE: '平'>, price=3385.0, volume=9.0, long_qty=0, short_qty=-9.0, time='15:31:06'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='49', tradeid='49', direction=<Direction.LONG: '多'>, offset=<Offset.CLOSE: '平'>, price=3360.32, volume=4.0, long_qty=-4.0, short_qty=0, time='15:31:06'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='50', tradeid='50', direction=<Direction.SHORT: '空'>, offset=<Offset.CLOSE: '平'>, price=3384.99, volume=4.0, long_qty=0, short_qty=-4.0, time='15:31:07'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='51', tradeid='51', direction=<Direction.LONG: '多'>, offset=<Offset.CLOSE: '平'>, price=3360.06, volume=4.0, long_qty=-4.0, short_qty=0, time='15:31:07'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='52', tradeid='52', direction=<Direction.SHORT: '空'>, offset=<Offset.CLOSE: '平'>, price=3384.99, volume=4.0, long_qty=0, short_qty=-4.0, time='15:31:07'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='53', tradeid='53', direction=<Direction.LONG: '多'>, offset=<Offset.CLOSE: '平'>, price=3360.04, volume=2.0, long_qty=-2.0, short_qty=0, time='15:31:08'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='54', tradeid='54', direction=<Direction.SHORT: '空'>, offset=<Offset.CLOSE: '平'>, price=3384.99, volume=2.0, long_qty=0, short_qty=-2.0, time='15:31:08'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='55', tradeid='55', direction=<Direction.LONG: '多'>, offset=<Offset.CLOSE: '平'>, price=3360.04, volume=4.0, long_qty=-4.0, short_qty=0, time='15:31:08'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='56', tradeid='56', direction=<Direction.SHORT: '空'>, offset=<Offset.CLOSE: '平'>, price=3384.99, volume=4.0, long_qty=0, short_qty=-4.0, time='15:31:08')]",30,"defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 2.0, 'BTC_CW.OKEX': -2.0})","defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 2.0, 'BTC_CW.OKEX': -2.0})",5.51515519523639,0.0016545465585709159,0.0,0.0007594694613085942,0.011654793126722912,0.012414262588031506,0.01075971602946059
2019-02-02,"defaultdict(<class 'int'>, {'BTC_CW.OKEX': 3424.92, 'BTC_CQ.OKEX': 3397.5299999999997})","defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 3407.06, 'BTC_CW.OKEX': 3433.6099999999997})",[],0,"defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 2.0, 'BTC_CW.OKEX': -2.0})","defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 2.0, 'BTC_CW.OKEX': -2.0})",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-03,"defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 3392.51, 'BTC_CW.OKEX': 3423.3199999999997})","defaultdict(<class 'int'>, {'BTC_CW.OKEX': 3424.92, 'BTC_CQ.OKEX': 3397.5299999999997})",[],0,"defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 2.0, 'BTC_CW.OKEX': -2.0})","defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 2.0, 'BTC_CW.OKEX': -2.0})",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-04,"defaultdict(<class 'int'>, {'BTC_CW.OKEX': 3412.215, 'BTC_CQ.OKEX': 3384.7})","defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 3392.51, 'BTC_CW.OKEX': 3423.3199999999997})",[],0,"defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 2.0, 'BTC_CW.OKEX': -2.0})","defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 2.0, 'BTC_CW.OKEX': -2.0})",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-05,"defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 3393.615, 'BTC_CW.OKEX': 3417.9849999999997})","defaultdict(<class 'int'>, {'BTC_CW.OKEX': 3412.215, 'BTC_CQ.OKEX': 3384.7})",[],0,"defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 2.0, 'BTC_CW.OKEX': -2.0})","defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 2.0, 'BTC_CW.OKEX': -2.0})",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-06,"defaultdict(<class 'int'>, {'BTC_CW.OKEX': 3375.745, 'BTC_CQ.OKEX': 3344.685})","defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 3393.615, 'BTC_CW.OKEX': 3417.9849999999997})",[],0,"defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 2.0, 'BTC_CW.OKEX': -2.0})","defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 2.0, 'BTC_CW.OKEX': -2.0})",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-07,"defaultdict(<class 'int'>, {'BTC_CW.OKEX': 3367.4449999999997, 'BTC_CQ.OKEX': 3344.46})","defaultdict(<class 'int'>, {'BTC_CW.OKEX': 3375.745, 'BTC_CQ.OKEX': 3344.685})",[],0,"defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 2.0, 'BTC_CW.OKEX': -2.0})","defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 2.0, 'BTC_CW.OKEX': -2.0})",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-08,"defaultdict(<class 'int'>, {'BTC_CW.OKEX': 3452.9300000000003, 'BTC_CQ.OKEX': 3446.055})","defaultdict(<class 'int'>, {'BTC_CW.OKEX': 3367.4449999999997, 'BTC_CQ.OKEX': 3344.46})",[],0,"defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 2.0, 'BTC_CW.OKEX': -2.0})","defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 2.0, 'BTC_CW.OKEX': -2.0})",0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019-02-09,"defaultdict(<class 'int'>, {'BTC_CW.OKEX': 3612.65, 'BTC_CQ.OKEX': 3606.21})","defaultdict(<class 'int'>, {'BTC_CW.OKEX': 3452.9300000000003, 'BTC_CQ.OKEX': 3446.055})","[TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='57', tradeid='57', direction=<Direction.SHORT: '空'>, offset=<Offset.OPEN: '开'>, price=3600.31, volume=10, long_qty=0, short_qty=10, time='01:38:02'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='58', tradeid='58', direction=<Direction.LONG: '多'>, offset=<Offset.OPEN: '开'>, price=3613.88, volume=10, long_qty=10, short_qty=0, time='01:38:02'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='59', tradeid='59', direction=<Direction.SHORT: '空'>, offset=<Offset.CLOSE: '平'>, price=3600.57, volume=4.0, long_qty=0, short_qty=-4.0, time='01:38:02'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='60', tradeid='60', direction=<Direction.LONG: '多'>, offset=<Offset.CLOSE: '平'>, price=3613.62, volume=4.0, long_qty=-4.0, short_qty=0, time='01:38:03'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='61', tradeid='61', direction=<Direction.SHORT: '空'>, offset=<Offset.CLOSE: '平'>, price=3600.57, volume=4.0, long_qty=0, short_qty=-4.0, time='01:38:03'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='62', tradeid='62', direction=<Direction.LONG: '多'>, offset=<Offset.CLOSE: '平'>, price=3613.62, volume=4.0, long_qty=-4.0, short_qty=0, time='01:38:03'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CQ', exchange='OKEX', vt_client_oid='63', tradeid='63', direction=<Direction.SHORT: '空'>, offset=<Offset.CLOSE: '平'>, price=3600.47, volume=2.0, long_qty=0, short_qty=-2.0, time='01:38:04'), TradeData(gateway_name='BACKTESTING', symbol='BTC_CW', exchange='OKEX', vt_client_oid='64', tradeid='64', direction=<Direction.LONG: '多'>, offset=<Offset.CLOSE: '平'>, price=3613.62, volume=2.0, long_qty=-2.0, short_qty=0, time='01:38:04')]",8,"defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 2.0, 'BTC_CW.OKEX': -2.0})","defaultdict(<class 'int'>, {'BTC_CQ.OKEX': 2.0, 'BTC_CW.OKEX': -2.0})",1.1089309224928883,0.0003326792767478664,0.0,-3.84234138323938e-05,0.0,-3.84234138323938e-05,-0.0003711026905802602
